Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2015-02-20,1105.17529296875,1114.7790473716168,1091.4202181064368,1114.7790473716168,1801588
2015-02-23,1113.890869140625,1124.3620994944717,1103.2958000550088,1103.2958000550088,1614892
2015-02-24,1117.2366943359375,1127.666577516262,1106.6002788154087,1112.796249021542,2199922
2015-02-25,1103.7911376953125,1124.3617737097215,1101.9943673006742,1119.404998807254,1767994
2015-02-26,1097.2855224609375,1112.2797887847414,1084.4392729020867,1106.6001500898049,1991994
2015-02-27,1099.72265625,1105.2576819447545,1080.701009899924,1098.5247083174127,2877376
2015-03-02,1102.634521484375,1118.9712453772597,1095.674443995809,1106.889106719391,2176038
2015-03-03,1146.6673583984375,1152.4502629436747,1105.422816714245,1107.8392850232744,3424308
2015-03-04,1134.2755126953125,1161.5791260085875,1121.7389604085697,1151.624227747462,3862994
2015-03-05,1113.8087158203125,1144.4787815167726,1107.4475573475597,1135.9283591281542,2173514
2015-03-09,1093.2996826171875,1106.9308178978224,1078.0988812865771,1090.4908224507908,2883174
2015-03-10,1091.6058349609375,1106.290302153938,1072.0059392009737,1094.166815397892,3037052
2015-03-11,1076.673583984375,1098.7311939146773,1073.059268631367,1091.3167043025342,2240200
2015-03-12,1081.8367919921875,1084.2531592409919,1069.8785927519227,1083.8400946672637,1827636
2015-03-13,1066.677490234375,1090.4699524732007,1063.6414248580877,1089.6644966118972,1586838
2015-03-16,1058.395751953125,1078.0989189228846,1054.1411651690428,1067.854893700342,1556296
2015-03-17,1067.2354736328125,1076.7359637661275,1056.516462542882,1066.7398160559055,1267318
2015-03-18,1057.1771240234375,1073.7409571044336,1054.0171187290794,1070.2299073412817,1255170
2015-03-19,1072.4190673828125,1076.3845282495624,1060.791338150881,1064.0545084557052,2448964
2015-03-20,1078.4908447265625,1081.4029699140237,1065.2315334486398,1072.3155499987797,1963908
2015-03-23,1081.0521240234375,1086.773109846914,1076.4464934477603,1080.5771400074218,1566608
2015-03-24,1070.374267578125,1089.2512987370885,1066.5740936068385,1086.3598466736983,2394878
2015-03-25,1063.1251220703125,1079.7509739064776,1051.3321063751152,1070.4156726613676,2224858
2015-03-26,1038.07275390625,1068.4742499299518,1033.0746315838353,1054.6779317337482,3091642
2015-03-27,1038.7747802734375,1062.3607062467484,1034.355009630964,1045.4664060060068,2751776
2015-03-30,1059.1595458984375,1061.534667330827,1040.9227842819953,1042.9881072666817,1339006
2015-03-31,1054.946044921875,1061.3485445827575,1041.335590005486,1061.3485445827575,2427028
2015-04-01,1050.2786865234375,1058.9324707486821,1041.8522088479028,1056.6192686026109,2075758
2015-04-06,1052.19921875,1058.6429644286084,1032.7025945612113,1056.6189887213034,1568542
2015-04-07,1067.772216796875,1073.5551224197593,1050.8365646155705,1058.4575879279832,1886922
2015-04-08,1091.06884765625,1097.3061637607454,1070.1885117780284,1071.489624993553,1652134
2015-04-09,1100.6314697265625,1110.0906101860487,1088.4873081074159,1098.338940674072,2544450
2015-04-10,1096.170166015625,1103.212937510491,1085.533752723151,1094.001576897742,1815544
2015-04-13,1096.8931884765625,1100.817302688774,1085.5339104938453,1100.404238034857,1308642
2015-04-15,1085.4305419921875,1121.016018233668,1077.8507659691134,1096.5626131965073,2913934
2015-04-16,1066.863525390625,1085.1209649282755,1062.1339547533937,1085.1002915241381,3217570
2015-04-17,1022.273193359375,1057.4456115456803,1020.2697892647775,1056.2477642772,9668742
2015-04-20,1003.2518310546875,1026.0116415862574,1001.6202452237862,1024.4214025747312,2890722
2015-04-21,1002.5285034179688,1012.8344454898137,991.7681499270158,1003.2513665010059,2546032
2015-04-22,1009.9845581054688,1021.5090231230148,994.4739581472643,1004.3668377370038,4186812
2015-04-23,1015.0029296875,1024.3175560483273,1004.4491095982924,1021.0956321853698,4342990
2015-04-24,1029.791015625,1038.444701299991,1010.9965709515118,1014.1978225167762,3625158
2015-04-27,1032.744140625,1040.922840253304,1026.8786432022673,1032.4550155607672,2733052
2015-04-28,1030.596435546875,1036.792406101265,1014.1151942105475,1036.792406101265,3088298
2015-04-29,1027.41552734375,1030.5961043704342,1012.4419366489892,1026.0523940906446,2019620
2015-04-30,1017.667236328125,1028.530855493065,1002.5491324536886,1024.4002094870689,3738054
2015-05-04,1025.0406494140625,1034.6444029672625,1014.9824843866654,1028.9440903665125,1890630
2015-05-05,1040.034912109375,1047.7178544077974,1032.6616674653262,1033.0747321323124,3255070
2015-05-06,1017.3991088867188,1038.857801556858,1014.4043895780559,1038.857801556858,3394406
2015-05-07,1051.35302734375,1054.8640776265993,1013.5369303045918,1018.1632352139928,3205028
2015-05-08,1043.9178466796875,1069.0115292143757,1039.3948080216237,1057.4457166880998,3003664
2015-05-11,1055.79345703125,1058.705583566651,1042.9884503145172,1047.1190976424955,2573082
2015-05-12,1042.1207275390625,1059.5107890148422,1038.03142798998,1057.4454658393747,2467386
2015-05-13,1039.02294921875,1052.0758346195184,1024.5863575230053,1052.0758346195184,1863774
2015-05-14,1032.3519287109375,1040.923021046939,1026.4657568657317,1040.923021046939,1309050
2015-05-15,1037.2672119140625,1046.0448353576496,1033.0746462311158,1038.857551088067,1461454
2015-05-18,1041.088134765625,1043.0915387165935,1031.46380880848,1038.4859080692192,4507752
2015-05-19,1037.90771484375,1045.0537547589058,1031.3193526459677,1040.6752283334217,1957722
2015-05-20,1056.2271728515625,1061.53499404833,1039.6425636726367,1040.9231046556047,1897814
2015-05-21,1055.5865478515625,1065.7066301925381,1052.5504828109315,1056.2061447295814,1579578
2015-05-22,1081.3621826171875,1085.8439755507782,1048.874679949525,1053.3151260692284,2691632
2015-05-25,1074.381103515625,1089.210083406506,1068.061194502244,1082.2293314920944,982978
2015-05-26,1077.6240234375,1083.5721155546821,1069.3833009213483,1076.0336837967968,1961740
2015-05-27,1080.267578125,1087.6613967479068,1070.6638227702897,1077.2728587133163,1620690
2015-05-28,1077.8919677734375,1083.4683393254365,1066.6359585295877,1075.5787659024206,2763608
2015-05-29,1078.22265625,1094.0430522234458,1072.8321424973876,1080.99016918497,4423532
2015-06-01,1081.300048828125,1093.4235373311574,1077.4172812363854,1077.8715918696196,882264
2015-06-02,1073.9266357421875,1086.3599208014882,1070.0438687590324,1080.5770162801114,3935820
2015-06-03,1078.470458984375,1084.5425900421762,1070.0439804264836,1075.6203532254635,1804684
2015-06-04,1076.3016357421875,1083.3857534886843,1069.217618841531,1081.0313056542223,4131468
2015-06-05,1073.8837890625,1087.704136282375,1071.4448563609442,1080.6167578550846,2308534
2015-06-08,1074.55078125,1079.782954533076,1067.9636679660618,1079.782954533076,1570320
2015-06-09,1067.9639892578125,1079.7832793806024,1063.5239944787322,1077.6987556752345,2578914
2015-06-10,1084.2650146484375,1088.12138353645,1068.8604046902976,1069.7775747718506,2763350
2015-06-11,1071.98681640625,1089.3717178382735,1065.9208341305036,1086.2449333439042,1847336
2015-06-12,1044.6795654296875,1079.3451421530233,1032.5893320482853,1072.2368983772876,2571456
2015-06-15,1044.2630615234375,1050.7875802935775,1034.3407078947346,1044.4715139031018,2525176
2015-06-16,1047.2642822265625,1050.3077059511663,1039.9475866497203,1042.2614273751617,1267396
2015-06-17,1048.0150146484375,1054.414440475694,1043.012158442096,1051.0167080155684,1975720
2015-06-18,1054.78955078125,1061.5642508343713,1045.5967835832669,1048.5151159138422,2165046
2015-06-19,1062.919189453125,1065.191299265141,1053.5597011332782,1056.8532069029873,1999610
2015-06-22,1080.4083251953125,1083.9520144733985,1061.8560695629792,1061.8560695629792,1102002
2015-06-23,1073.3629150390625,1087.2874917429722,1070.2777590921582,1083.952254038239,898318
2015-06-24,1071.5699462890625,1078.9074064019517,1066.7964088307208,1075.6139006752408,1170246
2015-06-25,1063.1068115234375,1072.695618058747,1060.6678787130702,1068.1096671070773,1930992
2015-06-26,1080.950439453125,1082.4304713755928,1063.1902599502428,1063.1902599502428,1290102
2015-06-29,1080.9921875,1085.6198705185566,1060.355404247055,1072.278919728774,1372756
2015-06-30,1063.503173828125,1079.2621940633521,1058.9380870771276,1077.6988012182578,1549952
2015-07-01,1081.0753173828125,1087.2871549704944,1065.920795042489,1068.9016221044724,1279708
2015-07-02,1074.676025390625,1085.1820028381776,1071.8827844263337,1083.952154404277,1445880
2015-07-03,1085.578369140625,1088.121529136641,1071.4453371192212,1072.716917117229,963470
2015-07-06,1097.83544921875,1102.7132151065869,1075.739494435896,1075.739494435896,1182338
2015-07-07,1090.7265625,1103.5046466373567,1085.2025770425228,1097.6054877866698,1642836
2015-07-08,1081.909423828125,1092.9990277385846,1075.822574516465,1083.0975411488669,2667850
2015-07-09,1051.6419677734375,1083.2224946550382,1045.033988432062,1081.8675545578078,3934122
2015-07-10,1031.5677490234375,1066.8586762444922,1023.5006057757828,1066.8586762444922,8263654
2015-07-13,1046.242919921875,1050.0159267665858,1032.0055672975443,1032.0055672975443,2280308
2015-07-14,1042.0531005859375,1048.515122213896,1038.0925066849306,1046.8475037292615,1703274
2015-07-15,1061.3349609375,1063.0859400253687,1042.2615741309046,1042.6784787605568,2003660
2015-07-16,1059.0211181640625,1066.7964505644488,1053.3512762800249,1060.480284365473,1456608
2015-07-17,1069.1102294921875,1071.4866673921917,1060.31360256449,1061.772768820035,1070526
2015-07-20,1077.57080078125,1079.555354412297,1066.1857299505064,1071.2411600009768,853786
2015-07-21,1070.155029296875,1086.4284535941222,1067.5229656102374,1076.254962353312,1274500
2015-07-22,1056.2210693359375,1073.3299874272,1053.2964644655638,1069.9875818610585,1320628
2015-07-23,1039.739013671875,1060.3157011322535,1037.3992886115652,1051.8134148528457,1496780
2015-07-24,1046.6534423828125,1051.3955213985955,1041.2012245391552,1043.4573076467286,1574972
2015-07-27,1043.2691650390625,1046.5906599066066,1036.6260733018594,1039.4880486417715,2003738
2015-07-28,1045.3585205078125,1052.4402237247443,1041.2222313530197,1044.293108058753,1891188
2015-07-29,1047.322265625,1050.7900330303935,1037.6083960026679,1049.097919211878,2413318
2015-07-30,1036.417724609375,1051.5212878039365,1033.1380488633158,1051.2079371401758,2770574
2015-07-31,1048.993408203125,1052.4402649661145,1039.0706387339128,1040.2822203103449,1963776
2015-08-03,1048.5125732421875,1054.9466625814428,1044.877625911998,1045.9221275581183,1179324
2015-08-04,1048.2200927734375,1054.1111232045607,1038.652497933626,1048.8467937979349,2342692
2015-08-05,1064.201416015625,1065.3921892633136,1049.097955780463,1052.8581635072746,988994
